"SubDistrictDept","SoftPakCompanyID","LOB","LandfillDescription","Date","ActTons"
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/17/2015",10.06
"BUTLER",41,"FRONT LOAD","BAVARIAN LANDFILL        ","8/18/2015",17.65
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/18/2015",28.69
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/18/2015",17.33
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/18/2015",0.62
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/18/2015",13.02
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/18/2015",12.22
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/18/2015",1.83
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/18/2015",4.32
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/18/2015",22.97
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/18/2015",17.22
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/18/2015",9.19
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/18/2015",2.33
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/18/2015",0.92
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/18/2015",0.72
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/18/2015",10.63
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/18/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/18/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/18/2015",0.396279
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/18/2015",0.671755
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/18/2015",0.464019
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/18/2015",0.399666
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/18/2015",3.73
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/19/2015",19.88
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/19/2015",21.25
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/19/2015",13.16
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/19/2015",8.31
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/19/2015",10.18
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/19/2015",10.18
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/19/2015",2.32
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/19/2015",13.76
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/19/2015",7.94
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/19/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/19/2015",5.6
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/19/2015",0.13
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/19/2015",2.67
"BUTLER",41,"NON COMM ROLL OFF        ","BAVARIAN LANDFILL        ","8/19/2015",5.02
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/19/2015",3.71
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/19/2015",0.343216
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/19/2015",0.408698
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/19/2015",3.84
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/20/2015",12.47
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/20/2015",26.72
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/20/2015",20.62
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/20/2015",10.97
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/20/2015",12.56
"BUTLER",41,"REAR LOAD","REPUBLIC COVINGTON TRANSF","8/20/2015",11.07
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/20/2015",14.44
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/20/2015",6
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/20/2015",12.64
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/20/2015",0.49
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/20/2015",1.83
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/20/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/20/2015",5.09
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/20/2015",0.499018
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/20/2015",0.738366
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/20/2015",0.642401
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/20/2015",0.607402
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/20/2015",3.14
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/21/2015",25.25
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/21/2015",31.44
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/21/2015",13.27
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/21/2015",11.26
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/21/2015",7.83
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/21/2015",12.4
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/21/2015",2.8
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/21/2015",4.29
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/21/2015",9.23
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/21/2015",9.53
"BUTLER",41,"NON COMM ROLL OFF        ","CENTER CITY RECYCLING    ","8/21/2015",0.01
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/21/2015",4.35
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/21/2015",0.19
"BUTLER",41,"NON COMM ROLL OFF        ","BAVARIAN LANDFILL        ","8/21/2015",3.64
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/21/2015",0.82
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/21/2015",0.419988
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/21/2015",0.54192
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/21/2015",6.33
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/22/2015",8.42
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/22/2015",0.8
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/22/2015",9.42
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/22/2015",11.27
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/23/2015",8.15
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/23/2015",8.05
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/24/2015",38.13
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/24/2015",17.42
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/24/2015",12.13
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/24/2015",9.17
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/24/2015",11.14
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/24/2015",3.43
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/24/2015",10.76
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/24/2015",7.68
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/24/2015",13.71
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/24/2015",14.63
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/24/2015",1.11
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/24/2015",3.28
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/24/2015",18.97
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/24/2015",3.39
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/24/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/24/2015",0.528372
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/24/2015",0.502405
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/24/2015",9.88
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/25/2015",8.31
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/25/2015",22.58
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/25/2015",9.94
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/25/2015",12.12
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/25/2015",14.82
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/25/2015",11.13
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/25/2015",4.92
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/25/2015",21.89
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/25/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/25/2015",7.54
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/25/2015",0.65
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/25/2015",1.22
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/25/2015",12.2
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/25/2015",1.38
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/25/2015",1.76
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/25/2015",8
"BUTLER",41,"NON COMM ROLL OFF        ","CENTER CITY RECYCLING    ","8/25/2015",1
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/25/2015",3.35
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/25/2015",2.07
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/25/2015",9.53
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/25/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/25/2015",0.422246
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/25/2015",0.579177
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/25/2015",0.698851
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/25/2015",0.475309
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/25/2015",3.14
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/26/2015",27.36
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/26/2015",7.28
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/26/2015",12.76
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/26/2015",8.29
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/26/2015",8.3
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/26/2015",7.82
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/26/2015",9.74
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/26/2015",3.38
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/26/2015",5.44
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/26/2015",11.59
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/26/2015",9.2
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/26/2015",3.93
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/26/2015",0.34
"BUTLER",41,"NON COMM ROLL OFF        ","RECYCLE EXPRESS          ","8/26/2015",4.63
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/26/2015",2.34
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/26/2015",1.9
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/26/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/26/2015",0.322894
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/26/2015",0.444826
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/26/2015",3.83
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/27/2015",11.11
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/27/2015",22.06
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/27/2015",19.1
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","8/27/2015",0
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/27/2015",10.87
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/27/2015",15.49
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/27/2015",12.23
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/27/2015",10.85
"BUTLER",41,"REAR LOAD","REPUBLIC COVINGTON TRANSF","8/27/2015",11.48
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/27/2015",3.92
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/27/2015",11.67
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/27/2015",6.53
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/27/2015",0.45
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/27/2015",2.03
"BUTLER",41,"NON COMM ROLL OFF        ","RECYCLE EXPRESS          ","8/27/2015",0.9
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/27/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RECYCLE EXPRESS          ","8/27/2015",5.1
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/27/2015",10.49
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/27/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/27/2015",0.41773
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/27/2015",0.680787
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/27/2015",0.499018
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/27/2015",0.803848
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/27/2015",3.41
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/28/2015",24.49
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/28/2015",27.38
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/28/2015",10.4
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/28/2015",9.87
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/28/2015",7.85
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/28/2015",7.79
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/28/2015",12.18
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/28/2015",8.49
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/28/2015",20.36
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/28/2015",6.17
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/28/2015",9.07
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/28/2015",5.72
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/28/2015",0.19
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/28/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/28/2015",2.38
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/28/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/28/2015",0.38386
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/28/2015",0.419988
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/28/2015",6.87
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/29/2015",12.81
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/29/2015",2.43
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/29/2015",15.99
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/29/2015",12.57
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/30/2015",13.71
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/30/2015",11.56
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/31/2015",27.21
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/31/2015",8.48
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/31/2015",10.87
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/31/2015",10.81
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/31/2015",8.19
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/31/2015",10.68
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/31/2015",6.48
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/31/2015",6.17
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/31/2015",12.55
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/31/2015",11.73
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/31/2015",1.43
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/31/2015",3.13
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/31/2015",4.92
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/31/2015",3.78
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/31/2015",11.55
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/31/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/31/2015",0.479825
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/31/2015",0.499018
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/31/2015",4.11
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/1/2015",7.77
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/1/2015",23.74
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/1/2015",8.42
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/1/2015",10.77
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/1/2015",3.85
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/1/2015",7
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/1/2015",11.89
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/1/2015",5.43
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/1/2015",14.03
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/1/2015",16.98
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/1/2015",0.27
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/1/2015",2.37
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/1/2015",1.42
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/1/2015",2.6
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/1/2015",1.54
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/1/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/1/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/1/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/1/2015",0.447084
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/1/2015",0.532888
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/1/2015",0.532888
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/1/2015",0.445955
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/1/2015",1.89
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/2/2015",9.94
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/2/2015",18.27
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/2/2015",10.04
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/2/2015",8.32
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/2/2015",9.85
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/2/2015",9.05
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/2/2015",15.12
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/2/2015",10.84
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/2/2015",4.8
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/2/2015",3.92
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/2/2015",14.92
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/2/2015",8.93
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/2/2015",4.65
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/2/2015",1.73
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/2/2015",0.37
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/2/2015",13.35
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/2/2015",3.47
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/2/2015",2.29
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/2/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/2/2015",0.32741
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/2/2015",0.36128
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/2/2015",3.86
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/3/2015",4.55
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/3/2015",21.11
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/3/2015",7.52
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/3/2015",10.25
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/3/2015",6.75
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/3/2015",10.67
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/3/2015",14.07
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/3/2015",3.2
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/3/2015",16.05
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/3/2015",6.67
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/3/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/3/2015",1.96
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/3/2015",0.46289
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/3/2015",0.616434
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/3/2015",0.680787
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/3/2015",0.832073
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/3/2015",5.36
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/4/2015",14.29
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/4/2015",29.86
