"SubDistrictDept","SoftPakCompanyID","LOB","LandfillDescription","Date","ActTons"
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/23/2015",0.465148
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","7/23/2015",2.28
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","7/24/2015",29.82
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/24/2015",13.12
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/24/2015",12.1
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/24/2015",22.4
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/24/2015",8.74
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/24/2015",10
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/24/2015",9.86
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/24/2015",6.4
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","7/24/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/24/2015",2.33
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","7/24/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/24/2015",8.59
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/24/2015",10.77
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","7/24/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/24/2015",0.347732
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/24/2015",0.452729
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","7/24/2015",5.92
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","7/25/2015",13.5
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/25/2015",0.3
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/25/2015",14.75
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/26/2015",11.39
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/26/2015",4.94
"BUTLER",41,"FRONT LOAD","REPUBLIC COVINGTON TRANSF","7/27/2015",28.01
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/27/2015",3.52
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/27/2015",8.69
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/27/2015",10.3
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/27/2015",8.71
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/27/2015",9.26
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/27/2015",8.6
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/27/2015",8.56
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/27/2015",6.46
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/27/2015",18.66
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/27/2015",2.58
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/27/2015",0.74
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/27/2015",2.99
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/27/2015",0.28
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","7/27/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","7/27/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/27/2015",0.292411
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","7/27/2015",7.82
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","7/28/2015",6.59
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","7/28/2015",20.95
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/28/2015",1.74
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/28/2015",7.64
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/28/2015",11.3
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/28/2015",12.32
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/28/2015",15.08
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/28/2015",6.7
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/28/2015",14.17
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/28/2015",12.12
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","7/28/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/28/2015",11.5
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/28/2015",10
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","7/28/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/28/2015",8.15
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/28/2015",2
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/28/2015",15
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","7/28/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","7/28/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/28/2015",6.38
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/28/2015",0.401924
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/28/2015",0.511437
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/28/2015",0.501276
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/28/2015",0.351119
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","7/28/2015",1.68
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","7/29/2015",17.8
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","7/29/2015",17.76
"BUTLER",41,"REAR LOAD","REPUBLIC COVINGTON TRANSF","7/29/2015",17.6
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/29/2015",10.6
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/29/2015",9.24
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/29/2015",12.38
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/29/2015",4.92
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/29/2015",13.12
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/29/2015",8.31
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/29/2015",2.5
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/29/2015",3.32
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/29/2015",0.322894
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/29/2015",0.464019
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","7/29/2015",2.5
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","7/30/2015",12.01
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","7/30/2015",25.68
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/30/2015",17.18
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/30/2015",14.82
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/30/2015",9.97
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/30/2015",13.36
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/30/2015",11.05
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/30/2015",10.72
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/30/2015",7.28
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/30/2015",0.95
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/30/2015",2.02
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/30/2015",0.503534
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/30/2015",0.829815
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/30/2015",0.521598
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","7/30/2015",2.2
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","7/31/2015",21.11
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","7/31/2015",22.3
"BUTLER",41,"REAR LOAD","REPUBLIC COVINGTON TRANSF","7/31/2015",12.01
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/31/2015",12.69
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/31/2015",10.23
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/31/2015",8.93
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","7/31/2015",12.36
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","7/31/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/31/2015",4.02
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/31/2015",22.41
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/31/2015",7.5
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/31/2015",10
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/31/2015",1.8
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","7/31/2015",5.12
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","7/31/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","7/31/2015",5.1
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/31/2015",0.408698
"BUTLER",41,"FRONT LOAD","Landfill Diversion","7/31/2015",0.487728
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","7/31/2015",6.08
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/1/2015",10.08
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/1/2015",1.47
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/1/2015",9.81
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/1/2015",11.97
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/2/2015",13.66
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/2/2015",11.99
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/3/2015",28.47
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/3/2015",25.99
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/3/2015",17.64
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/3/2015",8.42
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/3/2015",8.91
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/3/2015",10
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/3/2015",8.73
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/3/2015",13.17
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/3/2015",12.01
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/3/2015",1.01
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/3/2015",1.4
"BUTLER",41,"NON COMM ROLL OFF        ","BAVARIAN LANDFILL        ","8/3/2015",3.28
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/3/2015",3.37
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/3/2015",0.62
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/3/2015",6.17
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/3/2015",4.31
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/3/2015",2.95
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/3/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/3/2015",0.527243
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/3/2015",0.521598
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/3/2015",9.19
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/4/2015",10.81
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/4/2015",26.86
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/4/2015",12.13
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/4/2015",11.67
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/4/2015",12.47
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/4/2015",5.22
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/4/2015",10.05
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/4/2015",18.38
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/4/2015",6.73
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/4/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/4/2015",3.58
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/4/2015",0.92
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/4/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/4/2015",9.38
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/4/2015",3.05
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/4/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/4/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/4/2015",0.433536
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/4/2015",0.616434
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/4/2015",0.727076
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/4/2015",0.626595
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/4/2015",3.08
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/5/2015",33.41
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/5/2015",14.6
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/5/2015",10.51
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/5/2015",10.87
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/5/2015",8.65
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/5/2015",11.53
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/5/2015",5.27
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/5/2015",6.36
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/5/2015",14.09
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/5/2015",11.61
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/5/2015",4.33
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/5/2015",13.96
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/5/2015",0.38
"BUTLER",41,"NON COMM ROLL OFF        ","BAVARIAN LANDFILL        ","8/5/2015",2.65
"BUTLER",41,"NON COMM ROLL OFF        ","BAVARIAN LANDFILL        ","8/5/2015",2.46
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/5/2015",2.73
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/5/2015",7.41
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/5/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/5/2015",0.345474
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/5/2015",0.51934
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/5/2015",2.8
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/6/2015",12.88
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/6/2015",24.7
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/6/2015",14.66
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/6/2015",11.64
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/6/2015",12.4
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/6/2015",12.6
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/6/2015",8
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/6/2015",5.55
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/6/2015",10.83
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/6/2015",0.55
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/6/2015",1.91
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/6/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/6/2015",14.27
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/6/2015",0.51934
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/6/2015",0.605144
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/6/2015",0.563371
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/6/2015",0.744011
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/6/2015",3.39
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/7/2015",26.94
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/7/2015",28.59
"BUTLER",41,"REAR LOAD","REPUBLIC COVINGTON TRANSF","8/7/2015",12
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/7/2015",10.98
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/7/2015",11.2
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/7/2015",7.97
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/7/2015",8.13
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/7/2015",13.14
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/7/2015",4.92
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/7/2015",4.43
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/7/2015",0.439181
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/7/2015",6.97
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/8/2015",9.33
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/8/2015",2.11
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/8/2015",5.16
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/8/2015",9.67
"BUTLER",41,"NON COMM ROLL OFF        ","RECYCLE EXPRESS          ","8/8/2015",2.46
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/9/2015",11.26
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/9/2015",11.61
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/10/2015",47.76
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/10/2015",14.73
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/10/2015",10.69
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/10/2015",10.47
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/10/2015",8.97
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/10/2015",8.62
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/10/2015",4.38
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/10/2015",5.39
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/10/2015",13.92
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/10/2015",18.88
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/10/2015",1.16
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/10/2015",3.45
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/10/2015",0.53
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/10/2015",5.57
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/10/2015",3.01
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/10/2015",4.48
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/10/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/10/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/10/2015",0.478696
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/10/2015",0.460632
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/10/2015",9.55
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/11/2015",11.41
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/11/2015",24.49
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/11/2015",13.18
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/11/2015",8.85
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/11/2015",9.82
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/11/2015",11.55
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/11/2015",12.44
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/11/2015",8.86
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/11/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/11/2015",13.87
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/11/2015",2.68
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/11/2015",1.43
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/11/2015",0.95
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/11/2015",1.03
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/11/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/11/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/11/2015",0.434665
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/11/2015",0.902071
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/11/2015",0.771107
"BUTLER",41,"FRONT LOAD","Landfill Diversion","8/11/2015",0.58708
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","8/11/2015",3.12
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/12/2015",20.42
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","8/12/2015",23.17
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/12/2015",14.47
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/12/2015",8.3
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/12/2015",10.31
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/12/2015",8.45
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","8/12/2015",3.76
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/12/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/12/2015",17
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/12/2015",7.59
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/12/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","8/12/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","8/12/2015",5.29
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","8/12/2015",5.93
